	date	dateAlternative	firstAuthor	title	abstract	pubType	PMID	potentialReview	mice	human	comment
10	"[DictElement({'Year': '2023', 'Month': '02', 'Day': '18'}, attributes={'DateType': 'Electronic'})]"	2023	Yang	The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study.	"Aging and diet are risks for metabolic diseases. Bile acid receptor farnesoid X receptor (FXR) knockout (KO) mice develop metabolic liver diseases that progress into cancer as they age, which is accelerated by Western diet (WD) intake. The current study uncovers the molecular signatures for diet and age-linked metabolic liver disease development in an FXR-dependent manner. Wild-type (WT) and FXR KO male mice, either on a healthy control diet (CD) or a WD, were euthanized at the ages of 5, 10, or 15 months. Hepatic transcriptomics, liver, serum, and urine metabolomics as well as microbiota were profiled. WD intake facilitated hepatic aging in WT mice. In an FXR-dependent manner, increased inflammation and reduced oxidative phosphorylation were the primary pathways affected by WD and aging. FXR has a role in modulating inflammation and B cell-mediated humoral immunity which was enhanced by aging. Moreover, FXR dictated neuron differentiation, muscle contraction, and cytoskeleton organization in addition to metabolism. There were 654 transcripts commonly altered by diets, ages, and FXR KO, and 76 of them were differentially expressed in human hepatocellular carcinoma (HCC) and healthy livers. Urine metabolites differentiated dietary effects in both genotypes, and serum metabolites clearly separated ages irrespective of diets. Aging and FXR KO commonly affected amino acid metabolism and TCA cycle. Moreover, FXR is essential for colonization of age-related gut microbes. Integrated analyses uncovered metabolites and bacteria linked with hepatic transcripts affected by WD intake, aging, and FXR KO as well as related to HCC patient survival. FXR is a target to prevent diet or age-associated metabolic disease. The uncovered metabolites and microbes can be diagnostic markers for metabolic disease."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36803569	FALSE	TRUE	TRUE	mice  models
11	"[DictElement({'Year': '2023', 'Month': '01', 'Day': '26'}, attributes={'DateType': 'Electronic'})]"	2023	Drummer	"Caspase-11 promotes high-fat diet-induced NAFLD by increasing glycolysis, OXPHOS, and pyroptosis in macrophages."	"Non-alcoholic fatty liver disease (NAFLD) has a global prevalence of 25% of the population and is a leading cause of cirrhosis and hepatocellular carcinoma. NAFLD ranges from simple steatosis (non-alcoholic fatty liver) to non-alcoholic steatohepatitis (NASH). Hepatic macrophages, specifically Kupffer cells (KCs) and monocyte-derived macrophages, act as key players in the progression of NAFLD. Caspases are a family of endoproteases that provide critical connections to cell regulatory networks that sense disease risk factors, control inflammation, and mediate inflammatory cell death (pyroptosis). Caspase-11 can cleave gasdermin D (GSDMD) to induce pyroptosis and specifically defends against bacterial pathogens that invade the cytosol. However, it's still unknown whether high fat diet (HFD)-facilitated gut microbiota-generated cytoplasmic lipopolysaccharides (LPS) activate caspase-11 and promote NAFLD. To examine this hypothesis, we performed liver pathological analysis, RNA-seq, FACS, Western blots, Seahorse mitochondrial stress analyses of macrophages and bone marrow transplantation on HFD-induced NAFLD in WT and Casp11-/- mice. Our results showed that 1) HFD increases body wight, liver wight, plasma cholesterol levels, liver fat deposition, and NAFLD activity score (NAS score) in wild-type (WT) mice; 2) HFD increases the expression of caspase-11, GSDMD, interleukin-1β, and guanylate-binding proteins in WT mice; 3) Caspase-11 deficiency decreases fat liver deposition and NAS score; 4) Caspase-11 deficiency decreases bone marrow monocyte-derived macrophage (MDM) pyroptosis (inflammatory cell death) and inflammatory monocyte (IM) surface GSDMD expression; 5) Caspase-11 deficiency re-programs liver transcriptomes and reduces HFD-induced NAFLD; 6) Caspase-11 deficiency decreases extracellular acidification rates (glycolysis) and oxidative phosphorylation (OXPHOS) in inflammatory fatty acid palmitic acid-stimulated macrophages, indicating that caspase-11 significantly contributes to maintain dual fuel bioenergetics-glycolysis and OXPHOS for promoting pyroptosis in macrophages. These results provide novel insights on the roles of the caspase-11-GSDMD pathway in promoting hepatic macrophage inflammation and pyroptosis and novel targets for future therapeutic interventions involving the transition of NAFLD to NASH, hyperlipidemia, type II diabetes, metabolic syndrome, metabolically healthy obesity, atherosclerotic cardiovascular diseases, autoimmune diseases, liver transplantation, and hepatic cancers."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36776889	FALSE	TRUE	FALSE	mice
12	"[DictElement({'Year': '2023', 'Month': '01', 'Day': '24'}, attributes={'DateType': 'Electronic'})]"	2023	Liao	Emerging trends and hotspots in metabolic dysfunction-associated fatty liver disease (MAFLD) research from 2012 to 2021: A bibliometric analysis.	"Metabolic dysfunction-associated fatty liver disease (MAFLD) has become the most common chronic liver disease. MAFLD is a major risk factor for end-stage liver disease including cirrhosis and primary liver cancer. The pathogenesis of MAFLD is complex and has not yet been clarified. To the best of our knowledge, few studies have conducted quantitative bibliometric analysis to evaluate published MAFLD research. In this study, we conducted a comprehensive analysis of MAFLD publications over the past decade to summarize the current research hotspots and predict future research directions in this field. Articles into MAFLD published from 2012 to 2021 were identified from the Science Citation Index-Expanded of Web of Science Core Collection. CiteSpace software, VOSviewer, the ""bibliometrix"" R package, and the Online Analysis Platform of Literature Metrology were used to analyze the current publication trends and hotspots. We retrieved 13959 English articles about MAFLD published from 2012 to 2021. Primary sites of publication were dominated by the United States until 2014, when China became the source of most published MAFLD-related research papers. The United States was found to be the most engaged country in international cooperative efforts. Shanghai Jiao Tong University was the most productive institution. Loomba R was the most productive author with 123 articles. The co-cited keyword cluster tag showed ten main clusters: #0 liver fibrosis, #1 hemoglobin, #2 metabolic associated fatty liver disease, #3 egcg, #4 myocardial infarction, #5 heart disease, #6 pnpla3, #7 hepatocellular carcinoma, #8 noninvasive marker, and #9 children. Keyword burst analysis showed that gut microbiota was the highest-intensity research hotspot. In the past decade, the number of publications on MAFLD increased dramatically, especially in the last three years. Gut microbiota became an important research direction for etiological and therapeutic investigations into MAFLD. Insulin resistance was also a key factor in studying the development of MAFLD in recent years. Liver fibrosis was an important focus of disease development. This study provides systematic information, helps guide future research, and helps to identify mechanisms and new treatment methods for MAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	36761200	FALSE	FALSE	FALSE	meta analaysis of MAFLD papers
13	"[DictElement({'Year': '2023', 'Month': '02', 'Day': '07'}, attributes={'DateType': 'Electronic'})]"	2023	Maesaka	Pretreatment with antibiotics is associated with reduced therapeutic response to atezolizumab plus bevacizumab in patients with hepatocellular carcinoma.	"Alterations in microbial composition of gut microbiota due to antibiotics (ATB) may lead to resistance to immune checkpoint inhibitors (ICIs). This study aimed to assess the impact of ATB use on therapeutic response in patients with hepatocellular carcinoma (HCC) receiving atezolizumab plus bevacizumab. This study retrospectively analyzed 105 patients with HCC treated with atezolizumab plus bevacizumab as a primary systemic therapy from prospectively-registered, multicenter, cohorts. Nineteen patients who received prior ATB were included in the ATB (+) group; 86 patients who did not receive prior ATB were included in the ATB (-) group. The therapeutic outcomes were compared between the two groups. Most of the patients' baseline characteristics were not significantly different between the two groups. The objective response rates according to the Response Evaluation Criteria in Solid Tumors version 1.1 (RECIST v1.1) (30.1% vs. 11.1%; p = 0.143) and modified RECIST (mRECIST) (44.6% vs. 27.8%; p = 0.190) were not significantly different between the ATB (-) and ATB (+) groups. The disease control rates were higher in the ATB (-) group than in the ATB (+) group according to RECIST v1.1 (74.7% vs. 44.4%; p = 0.012) and mRECIST (78.3% vs. 50.0%; p = 0.020). Prior ATB use was found to be independently associated with radiological progressive disease of the first therapeutic assessment. The median progression-free survival according to RECIST v1.1 (9.1 months vs. 3.0 months; p = 0.049) and mRECIST (9.1 months vs. 3.0 months; p = 0.036), and overall survival (not reached vs. 11.4 months; p = 0.015) were longer in the ATB (-) group than in the ATB (+) group. Prior ATB use was associated with reduced therapeutic responses in patients with HCC receiving atezolizumab plus bevacizumab."	"[StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36749777	FALSE	FALSE	TRUE	antibiotics treatment response
14	"[DictElement({'Year': '2023', 'Month': '02', 'Day': '02'}, attributes={'DateType': 'Electronic'})]"	2023	Toh	Global Epidemiology and Genetics of Hepatocellular Carcinoma.	"Hepatocellular carcinoma (HCC) is one of the leading cancers worldwide. Classically, HCC develops in genetically susceptible individuals who are exposed to risk factors, especially in the presence of liver cirrhosis. Significant temporal and geographic variations exist for HCC and its etiologies. Over time, the burden of HCC has shifted from the low-moderate to the high sociodemographic index regions, reflecting the transition from viral to nonviral causes. Geographically, the hepatitis viruses predominate as the causes of HCC in Asia and Africa. Although there are genetic conditions that confer increased risk for HCC, these diagnoses are rarely recognized outside North America and Europe. In this review, we will evaluate the epidemiologic trends and risk factors of HCC, and discuss the genetics of HCC, including monogenic diseases, single-nucleotide polymorphisms, gut microbiome, and somatic mutations."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36738977	FALSE	FALSE	FALSE	review
15	"[DictElement({'Year': '2023', 'Month': '02', 'Day': '02'}, attributes={'DateType': 'Electronic'})]"	2023	He	Overview of microbial profiles in human hepatocellular carcinoma and adjacent nontumor tissues.	"Intratumoral microbial communities have been recently discovered to exist in a variety of cancers and have been found to be intricately involved in tumour progression. Therefore, investigating the profiles and functions of intratumoral microbial distribution in hepatocellular carcinoma (HCC) is imperative. To verify the presence of microorganisms in HCC, we performed fluorescence in situ hybridization (FISH) using HCC tissues and conducted MiSeq using 99 HCC and paracancerous tissues to identify the key microorganisms and changes in metabolic pathways affecting HCC progression through a variety of bioinformatics methods. Microbial diversity was significantly higher in HCC tissues than in adjacent tissues. The abundances of microorganisms such as Enterobacteriaceae, Fusobacterium and Neisseria were significantly increased in HCC tissues, while the abundances of certain antitumour bacteria such as Pseudomonas were decreased. Processes such as fatty acid and lipid synthesis were significantly enhanced in the microbiota in HCC tissues, which may be a key factor through which intratumoral microbes influence tumour progression. There were considerable differences in the microbes and their functions within tumour tissue collected from patients with different clinical features. We comprehensively evaluated the intratumoral microbial atlas of HCC tissue and preliminarily explored the mechanism of the effects of the microbial community involving changes in lipid metabolism and effects on HCC progression, which lays the foundation for further research in this field."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	36732743	FALSE	FALSE	TRUE	intratumoral microbiome
16	"[DictElement({'Year': '2023', 'Month': '01', 'Day': '13'}, attributes={'DateType': 'Electronic'})]"	2022	Shi	Association between probiotic therapy and the risk of hepatocellular carcinoma in patients with hepatitis B-related cirrhosis.	"Probiotics may offer cancer-prevention benefits, based on experimental investigation results. This study aimed to determine the potential association between probiotics and hepatocellular carcinoma (HCC) in patients with hepatitis B-related cirrhosis (HBC) receiving antiviral therapy. This retrospective study included 1267 patients with HBC treated with entecavir or tenofovir between January 2013 and December 2017. The risk of developing HCC was compared between two cohorts of 449 probiotic users (taking a cumulative defined daily doses [cDDD] of ≥ 28) and 818 non-probiotic users (< 28 cDDD). To eliminate the bias caused by confounding factors, propensity score matching (PSM) was used. On multivariate regression analysis, probiotic consumption was an independent protective factor for HCC occurrence. After PSM, the incidence of HCC was significantly lower in the probiotic users than that in the nonusers (adjusted hazard ratio [aHR]: 0.70, 95% confidence interval: 0.59-0.83, <i>P</i> < 0.001). The aHRs for probiotics with 28-89, 90-180, and >180 cDDD were 0.58, 0.28, and 0.12, respectively, indicating a dose-response pattern. In 28-89, 90-180, and >180 cDDD, the 3-year cumulative incidence of HCC was 8.7%, 4.7%, and 3.0%, respectively. A multivariate stratified analysis confirmed that the administration of probiotics could help patients. Adjuvant probiotic therapy may reduce the risk of HCC in patients receiving antiviral medication for HBC. However, further clinical research is required to confirm these findings."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	36710968	FALSE	FALSE	TRUE	probiotic and risk of HCC
17	"[DictElement({'Year': '2023', 'Month': '01', 'Day': '19'}, attributes={'DateType': 'Electronic'})]"	2023	Xiang	A novel alternative strategy for monitoring and insight into liver fibrosis progression: The combination of surface-enhanced Raman spectroscopy (SERS) and gut microbiota.	"Nowadays, the studies on the interaction and relationship between the intestinal microorganisms and liver diseases are increasing. However, it is still a huge challenge for the in-depth investigation and dynamic monitoring of such a complex network. Herein, a significant discovery was made. A strong association between gut microbial structural and functional genomics and SERS spectra of hepatocytes were revealed. Based on the study of gut microbes and SERS spectra, complementary information could be provided for the mechanism analysis of related diseases. Liver fibrosis, a chronic liver disease that lack specific cure was thus comprehensive studied. Liver targeting gold nanoparticle dimers were prepared as the SERS tags, and abundant SERS peak signals were acquired. Meanwhile, the gut microbiomes were also comparative studied. The changes of carbohydrates and lipids in liver cells were observed at the early stages of liver fibrosis, and TLR4 (toll-like receptors 4) was activated to elicit immune responses. Then again, oxidative stress, endotoxin and serum inflammatory factors were the major observations at the late stages. The SERS signals and the microbiome analysis were well confirmed and complemented each other, which suggested that the detection strategy could be another valuable method for the ""gut-liver axis"" study."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36693287	FALSE	FALSE	FALSE	rat studies looking at new methods
18	"[DictElement({'Year': '2023', 'Month': '01', 'Day': '12'}, attributes={'DateType': 'Electronic'})]"	2023	Zhang	"Changes in Lipidomics, Metabolomics, and the Gut Microbiota in CDAA-Induced NAFLD Mice after Polyene Phosphatidylcholine Treatment."	"Non-alcoholic fatty liver disease (NAFLD) is the most common chronic liver disease in most parts of the world. Although there is no first-line drug approved for the treatment of NAFLD, polyene phosphatidylcholine (PPC) is used by clinicians to treat NAFLD patients. This study aimed to evaluate the efficacy of PPC on a mice model of NAFLD, and to study the PPC's mechanism of action. The mice were fed a choline-deficient, L-amino acid-defined (CDAA) diet to induce NAFLD and were subsequently treated with PPC. The treatment effects were evaluated by the liver index, histopathological examination, and routine blood chemistry analyses. Lipidomics and metabolomics analyses of 54 samples were carried out using ultraperformance liquid chromatography (UPLC) coupled to a mass spectrometer to select for changes in metabolites associated with CDAA diet-induced NAFLD and the effects of PPC treatment. The intestinal flora of mice were extracted for gene sequencing to find differences before and after the induction of NAFLD and PPC treatment. PPC significantly improved the CDAA diet-induced NAFLD condition in mice. A total of 19 metabolites including 5 polar metabolites and 14 lipids showed marked changes. In addition, significant differences in the abundance of <i>Lactobacillus</i> were associated with NAFLD. We inferred that the protective therapeutic effect of PPC on the liver was related to the supplement of phosphatidylcholine, lysophosphatidylcholine, and sphingomyelin (PC, LPC, and SM, resectively) and acylcarnitine metabolism. This study developed a methodology for exploring the pathogenesis of NAFLD and can be extended to other therapeutic agents for treating NAFLD."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36675016	FALSE	TRUE	TRUE	mice  models
19	"[DictElement({'Year': '2022', 'Month': '12', 'Day': '27'}, attributes={'DateType': 'Electronic'})]"	2022	Chuanbing	Genes Modulating Butyrate Metabolism for Assessing Clinical Prognosis and Responses to Systematic Therapies in Hepatocellular Carcinoma.	"Butyrate, one of the major products of the gut microbiota, has played notable roles in diverse therapies for multiple tumors. Our study aimed to determine the roles of genes that modulate butyrate metabolism (BM) in predicting the clinical prognosis and responses to systemic therapies in hepatocellular carcinoma (HCC). The genes modulating BM were available from the GeneCard database, and gene expression and clinical information were obtained from TCGA-LIHC, GEO, ICGC-JP, and CCLE databases. Candidate genes from these genes that regulate BM were then identified by univariate Cox analysis. According to candidate genes, the patients in TCGA were grouped into distinct subtypes. Moreover, BM- related gene signature (BMGs) was created via the LASSO Cox algorithm. The roles of BMGs in identifying high-risk patients of HCC, assessing the prognoses, and predicting systematic therapies were determined in various datasets. The statistical analyses were fulfilled with R 4.1.3, GraphPad Prism 8.0 and Perl 5.30.0.1 software. In the TCGA cohort, most butyrate-related genes were over-expressed in the B cluster, and patients in the B cluster showed worse prognoses. BMGs constructed by LASSO were composed of eight genes. BMGs exhibited a strong performance in evaluating the prognoses of HCC patients in various datasets, which may be superior to 33 published biomarkers. Furthermore, BMGs may contribute to the early surveillance of HCC, and BMGs could play active roles in assessing the effectiveness of immunotherapy, TACE, ablation therapy, and chemotherapeutic drugs for HCC. BMGs may be served as novel promising biomarkers for early identifying high-risk groups of HCC, as well as assessing prognoses, drug sensitivity, and the responses to immunotherapy, TACE, and ablation therapy in patients with HCC."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36671437	FALSE	FALSE	TRUE	nut directly gut microbiome
20	"[DictElement({'Year': '2022', 'Month': '12', 'Day': '29'}, attributes={'DateType': 'Electronic'})]"	2022	Zhang	Relationship between thick or greasy tongue-coating microbiota and tongue diagnosis in patients with primary liver cancer.	"Tongue diagnosis is a unique aspect of traditional Chinese medicine for diagnosing diseases before determining proper means of treatment, but it also has the disadvantage of relying on the subjective experience of medical practitioners and lack objective basis. The purpose of this article is to elucidate tongue-coating microbiota and metabolic differences in primary liver cancer (PLC) patients with thick or greasy tongue coatings. Tongue-coating samples were analyzed in 60 PLC patients (30 PLC with thick or greasy tongue-coating patients and 30 PLC with tongue-coating neither thick nor greasy) and 25 healthy controls (HC) using 16S rRNA gene sequencing technology. As compared to healthy individuals, tongue coatings of patients with PLC had elevated levels of <i>Firmicutes</i> and <i>Actinobacteria</i>. The abundance of <i>Fusobacteria, SR1_Absconditabacteria_</i>, and <i>Spirochaete</i> were higher in tongue coatings of healthy controls compared to samples in patients with PLC. In addition to site-specific differences, higher abundances of <i>Fusobacteria</i> and <i>Actinobacteria</i> were observed in thick or greasy tongue-coating patients as compared to non-thick and greasy tongue-coating patients. The inferred metagenomic pathways enriched in the PLC tongue-coating patients were mainly those involved in replication, recombination, and repair of protein. We also identify a tongue-coating microbiome signature to discriminate HC and PLC, including 15 variables on genus level. The prediction performance of the signature showed well in the training and validation cohorts. This research illustrates specific clinical features and bacterial structures in PLC patients with different tongue coatings, which facilitates understanding of the traditional tongue diagnosis."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36643409	FALSE	FALSE	TRUE	"tongue microbiome, very interesting"
21	"[DictElement({'Year': '2023', 'Month': '01', 'Day': '05'}, attributes={'DateType': 'Electronic'})]"	2023	Xia	C-Type Lectin Receptors-Triggered Antifungal Immunity May Synergize with and Optimize the Effects of Immunotherapy in Hepatocellular Carcinoma.	"Hepatocellular carcinoma (HCC) is one of the most common malignant tumors of the digestive system worldwide, and there is a lack of effective treatment for late-stage HCC. Recent experimental studies have demonstrated that dysfunction of the intestinal flora has a significant impact on hepatocarcinogenesis. The pathophysiological link between the intestine, its microbiota, and the liver has been described as the ""gut-liver axis"". Dysbiosis of the intestinal flora and increased permeability of the intestinal wall are closely associated with liver pathology through the immune response. The ""gut-liver axis"" theory has been applied to the clinical study of the pathogenesis and treatment of HCC. The intestinal fungal community, as part of the gut microbiome, has a significant impact on human health and disease, while relatively little research has been done in HCC. In this study, we performed a comprehensive analysis of the expression and potential biological functions of the fungal recognition receptors C-type lectin receptors (CLRs) (Dectin-1, Dectin-2, Dectin-3, and Mincle) in HCC. We found that CLRs were downregulated in HCC, and their expressions were correlated with the clinical prognosis of HCC patients. Further studies suggested that the expression of CLRs were significantly correlated with immune infiltration and immunotherapy efficacy in HCC. Based on previous studies and our findings, we hypothesize that intestinal fungal communities and CLRs-triggered antifungal immunity have a key role in the pathogenesis of HCC, and these findings may provide new perspectives and targets for HCC immunotherapy."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	36636249	FALSE	FALSE	TRUE	gut fungal informatic research
